id,ageism,asianhate,immigration,mask,politics,vaccine
5837,1,1,1,0,1,1
5841,0,1,1,1,0,1
5843,0,0,0,0,0,0
5844,0,0,0,0,0,0
5845,1,0,0,0,0,0
5847,1,1,1,1,1,1
5854,0,0,0,0,0,0
5859,0,0,0,0,0,0
5864,1,1,1,1,1,1
5868,0,0,0,0,0,0
5869,0,0,0,0,0,0
5870,0,0,0,0,0,0
5871,0,0,0,0,0,0
5872,0,0,0,0,0,0
5877,0,0,0,0,0,0
5884,1,0,0,0,0,0
5887,0,1,0,1,0,1
5896,0,0,0,0,0,0
5899,0,1,0,1,0,1
5902,1,1,1,1,1,1
5903,0,0,0,0,0,0
5907,1,0,0,1,1,1
5908,0,0,0,0,0,0
5909,1,1,1,1,1,1
5912,1,1,1,1,1,1
5913,1,1,1,1,1,1
5920,0,0,1,0,0,0
5922,0,1,1,0,1,0
5923,0,0,0,0,0,0
5928,0,0,0,0,0,0
5931,0,0,0,0,0,0
5932,0,1,0,0,1,1
5934,0,0,0,0,0,0
5936,0,0,0,0,0,0
5938,0,0,0,0,0,0
5939,0,0,0,0,0,0
5944,1,1,1,1,1,1
5946,0,0,0,0,0,0
5955,0,0,0,0,0,0
5959,1,1,1,1,1,1
5961,0,0,0,0,0,0
5962,1,1,1,1,1,1
5965,1,1,1,1,1,1
5966,0,0,0,0,0,0
5977,0,0,0,0,0,0
5985,0,0,0,0,0,0
5990,1,0,0,1,1,1
5997,1,1,1,1,1,1
5998,0,0,0,0,0,0
6000,0,0,0,0,0,0
6001,1,0,1,0,1,0
6002,1,1,1,1,1,1
6005,1,1,1,1,1,1
6007,0,0,0,0,0,0
6010,1,1,1,1,1,1
6011,1,1,1,1,1,1
6013,0,1,0,1,0,1
6016,1,1,1,1,1,1
6020,1,1,1,1,1,1
6023,0,0,0,0,1,0
6026,0,0,0,0,0,0
6035,1,1,1,1,1,1
6037,0,0,0,0,0,0
6038,0,0,0,0,0,0
6039,0,0,0,0,0,0
6040,1,1,1,1,1,1
6043,1,1,1,1,1,1
6044,0,0,0,0,0,0
6045,1,1,1,1,1,1
6046,0,0,0,0,0,0
6054,1,1,1,1,1,1
6064,1,0,1,0,1,0
6065,0,0,0,0,0,0
6076,1,1,1,1,1,1
6078,0,0,0,0,0,0
6081,0,0,0,0,0,0
6084,1,0,0,0,0,0
6089,1,0,0,0,0,0
6099,1,1,1,1,1,1
6100,0,0,1,0,1,0
6101,1,1,1,1,1,1
6104,0,1,0,0,1,1
6105,0,0,0,0,1,0
6108,0,0,0,0,0,0
6115,1,1,1,0,0,0
6117,1,1,1,1,1,1
6123,0,0,0,0,0,0
6125,0,0,0,0,0,0
6127,1,1,1,1,1,1
6128,1,1,1,1,1,1
6130,1,1,1,1,1,1
6133,0,0,0,0,0,0
6134,1,0,0,1,0,1
6148,0,0,0,0,0,0
6150,0,0,0,0,0,0
6155,1,1,1,1,1,1
6159,1,1,1,1,1,1
6163,0,0,0,1,0,0
6167,0,0,0,0,0,0
6171,1,1,1,1,1,1
6177,1,1,1,1,1,1
6179,0,1,0,0,0,1
6188,0,0,0,0,0,0
6191,0,0,0,0,0,0
6193,1,0,0,0,0,0
6194,0,0,0,1,0,0
6195,0,0,0,0,0,0
6196,1,1,1,1,1,1
6204,1,1,1,1,1,1
6205,0,0,0,0,0,0
6209,1,1,1,1,1,1
6210,1,1,1,1,1,1
6211,1,0,0,0,0,0
6212,0,1,0,1,0,1
6213,1,0,0,0,0,0
6214,1,1,1,1,1,1
6216,0,0,0,0,0,0
6218,0,0,0,0,1,0
6219,0,0,0,0,0,0
6220,1,0,0,0,0,1
6221,0,0,0,0,0,0
6222,0,0,0,0,0,0
6223,1,1,1,1,1,1
6225,1,1,1,1,1,1
6229,1,1,1,1,1,1
6231,0,0,0,0,0,0
6238,0,0,0,0,0,0
6239,1,1,1,1,1,1
6248,1,1,1,1,1,1
6249,0,0,0,0,0,0
6255,1,1,1,1,1,1
6256,1,1,1,1,1,1
6258,1,0,0,0,0,0
6259,0,0,1,0,1,0
6260,0,0,0,0,0,0
6263,0,0,0,0,1,0
6264,0,0,0,0,0,0
6265,0,0,0,0,1,0
6266,1,1,0,1,0,1
6268,1,0,0,0,0,0
6269,1,1,1,1,1,1
6272,0,0,0,0,1,0
6274,1,1,1,1,1,1
6277,1,1,1,1,1,1
6282,1,1,1,1,1,1
6283,0,0,0,0,0,0
6285,0,0,0,0,1,0
6286,1,1,1,1,1,1
6288,1,1,1,1,1,1
6290,0,0,0,0,0,0
6291,1,0,0,0,0,0
6292,0,0,0,0,0,0
6294,0,0,0,0,0,0
6295,0,0,0,0,0,0
6298,1,1,1,1,1,1
6299,0,0,0,0,0,0
6301,1,1,1,1,1,1
6302,0,0,0,0,0,0
6303,1,1,1,1,1,1
6304,1,1,1,1,1,1
6305,1,1,1,1,1,1
6310,0,1,0,0,0,1
6317,0,0,0,0,1,0
6321,1,1,1,1,1,1
6323,1,1,1,0,1,1
6325,0,1,0,0,0,1
6326,0,0,0,0,0,0
6327,0,0,0,0,1,0
6328,1,1,1,1,1,1
6334,1,1,0,1,0,1
6337,1,1,1,1,1,1
6338,0,0,0,0,0,0
6340,1,1,1,1,1,1
6342,1,0,1,0,1,0
6343,0,0,0,0,0,0
6345,0,0,0,0,0,0
6346,0,0,0,0,0,0
6348,1,1,1,1,1,1
6349,1,1,1,1,1,1
6350,1,1,1,1,1,1
6353,0,0,0,0,0,0
6355,1,1,1,1,1,1
6356,1,1,1,1,1,1
6357,1,0,0,0,0,0
6358,0,0,0,0,0,0
6359,1,1,1,1,1,1
6360,0,0,0,0,1,0
6361,1,1,1,1,1,1
6363,1,1,1,1,1,1
6364,1,0,0,0,0,0
6367,0,0,0,0,0,0
6370,0,0,0,0,0,0
6371,0,0,0,0,0,0
6372,0,0,0,0,0,0
6374,1,1,1,1,1,1
6376,0,0,0,0,0,0
6378,1,1,1,1,1,1
6381,0,1,0,0,0,1
6383,1,0,1,0,1,0
6384,1,1,1,1,1,1
6387,0,0,0,0,0,0
6389,0,0,0,0,0,0
6391,0,0,0,0,0,0
6392,1,0,1,0,1,0
6398,0,0,0,0,0,0
6399,0,0,0,0,0,0
6401,0,0,0,1,0,0
6402,0,0,0,0,0,0
6403,1,0,0,1,1,0
6404,1,1,1,1,1,1
6406,0,0,0,0,0,0
6407,0,0,0,0,0,0
6408,0,0,0,0,0,0
6409,0,1,0,1,0,1
6412,1,1,1,1,1,1
6413,1,0,1,0,1,0
6421,1,1,1,1,1,1
6422,0,0,0,0,0,0
6425,1,1,1,1,1,1
6427,0,0,0,0,0,0
6428,0,0,0,0,0,0
6429,1,1,1,1,1,1
6430,1,0,0,0,0,0
6432,0,0,0,0,0,0
6433,0,0,0,0,0,0
6437,1,1,1,0,1,1
6440,1,1,1,1,1,1
6451,0,0,0,0,0,0
6453,0,0,0,0,0,0
6456,0,0,0,1,0,0
6462,0,0,0,0,0,0
6464,1,1,1,1,1,1
6467,1,1,1,1,1,1
6469,0,0,0,0,0,0
6470,1,1,1,1,1,1
6473,1,1,1,1,1,1
6474,1,1,1,1,1,1
6477,0,0,0,0,0,0
6480,1,1,1,1,1,1
6489,0,0,0,0,0,0
6493,0,0,0,0,0,0
6496,0,0,0,0,0,0
6500,0,1,0,0,0,1
6508,0,0,0,0,0,0
6518,0,0,0,0,0,0
6525,1,0,0,0,0,0
6526,0,0,0,0,0,0
6527,0,0,0,0,0,0
6533,0,0,0,0,0,0
6535,0,0,0,0,0,0
6540,0,0,0,0,0,0
6541,1,1,1,1,1,1
6542,1,0,1,1,1,1
6547,1,1,1,1,1,1
6549,1,1,1,1,1,1
6555,0,0,0,0,0,0
6559,0,0,0,1,0,0
6560,0,0,0,0,0,0
6568,0,0,0,0,0,0
6581,0,0,0,0,0,0
6588,0,0,0,0,0,0
6591,0,0,0,0,0,0
6592,0,0,0,0,0,0
6594,0,0,0,0,0,0
6600,1,1,1,1,1,1
6604,1,1,1,1,1,1
6605,1,1,1,1,1,1
6610,0,0,0,0,0,0
6615,0,0,0,0,0,0
6617,1,1,1,1,1,1
6620,0,0,0,0,0,0
6623,1,1,1,1,1,1
6628,0,0,1,0,0,0
6630,0,0,1,0,0,0
6632,0,0,0,0,0,0
6634,0,0,0,0,0,0
6635,1,1,1,1,1,1
6641,0,0,0,0,0,0
6642,0,0,0,0,0,0
6645,0,0,0,0,0,0
6648,0,0,0,0,0,0
6654,1,0,1,1,1,1
6656,1,1,1,1,1,1
6658,0,0,0,0,0,0
6663,0,1,0,1,0,1
6664,0,0,0,0,0,0
6667,1,1,1,1,1,1
6669,1,1,1,1,1,1
6673,0,0,1,0,1,0
6676,0,0,0,0,0,0
6684,0,0,0,0,0,0
6685,1,1,1,1,1,1
6688,0,0,1,0,1,0
6689,1,0,0,1,1,0
6692,0,0,0,0,0,0
6693,1,0,0,0,0,0
6699,0,0,0,0,0,0
6700,0,0,0,0,0,0
6703,0,0,0,0,0,0
6705,0,0,0,0,0,0
6708,1,0,0,0,0,0
6714,0,0,0,0,0,0
6715,1,1,1,1,1,1
6722,0,0,0,0,0,0
6729,0,0,0,0,0,0
6730,0,0,1,1,0,0
6739,0,0,0,0,0,0
6759,0,0,0,0,0,0
6767,1,0,1,0,1,0
6771,1,0,0,1,1,0
6775,0,0,0,0,0,0
6777,0,0,0,0,0,0
6778,1,1,1,1,1,1
6782,1,1,1,1,1,1
6785,1,1,1,1,1,1
6787,1,0,0,1,0,1
6788,1,1,1,1,1,1
6790,1,1,1,1,1,1
6791,0,0,0,0,0,0
6792,0,0,0,0,0,0
6808,1,0,1,0,1,0
6810,1,1,1,1,1,1
6815,0,0,0,0,0,0
6820,1,1,1,1,1,1
6822,0,0,0,0,0,0
6826,1,0,0,1,0,1
6827,0,0,0,0,0,0
6829,0,0,0,0,0,0
6831,0,0,0,0,0,0
6832,0,0,0,0,0,0
6835,0,0,0,0,0,0
6843,0,0,0,0,0,0
6845,0,0,0,0,0,0
6847,0,0,0,0,0,0
6851,1,0,0,1,0,1
6853,1,1,1,1,1,1
6855,1,0,1,0,1,0
6856,0,0,0,0,0,0
6859,1,1,1,1,1,1
6860,0,1,1,0,0,0
6861,1,1,1,1,1,1
6869,0,1,0,1,0,1
6872,0,0,0,0,0,0
6874,1,1,0,1,1,1
6881,1,1,1,1,1,1
6886,0,0,0,0,1,0
6892,0,0,0,0,0,0
6893,1,0,1,0,1,0
6894,0,0,0,0,0,0
6901,0,0,0,0,1,0
6908,0,0,0,0,0,0
6912,0,0,0,0,0,0
6915,1,0,0,1,1,0
6920,0,0,0,0,0,0
6943,1,1,1,1,1,1
6946,0,0,0,0,0,0
6961,1,1,1,1,1,1
6962,0,0,0,1,0,0
6979,0,0,0,0,0,0
6980,1,0,1,0,1,0
6985,0,0,0,0,0,0
6986,1,0,0,1,0,1
6987,0,0,0,0,0,0
6989,1,0,0,1,0,1
6992,1,1,1,1,1,1
6996,1,0,0,1,0,1
6999,0,0,0,0,0,0
7001,0,0,1,0,0,0
7007,0,0,0,0,0,0
7010,1,1,0,1,0,1
7012,0,0,0,0,0,0
7015,0,0,0,0,0,0
7021,1,1,1,1,1,1
7024,0,0,0,0,0,0
7026,0,0,0,0,0,0
7030,0,0,0,0,0,0
7041,1,1,1,1,1,1
7042,0,0,0,0,0,0
7043,0,0,0,0,0,0
7046,0,0,0,0,0,0
7053,1,0,0,1,0,1
7054,1,1,1,1,1,1
7058,0,0,0,0,0,0
7060,1,0,0,1,0,1
7066,1,0,0,1,0,1
7069,0,0,0,0,0,0
7071,0,0,0,0,0,0
7073,0,0,0,0,0,0
7079,0,0,0,0,0,0
7083,1,0,0,1,0,1
7084,0,0,0,0,0,0
7085,1,1,1,1,1,1
7089,1,1,1,1,1,1
7092,0,0,0,0,0,0
7093,0,0,0,0,0,0
7094,0,0,0,0,0,0
7095,0,0,0,0,0,0
7111,0,0,1,0,1,0
7113,0,0,0,1,1,0
7127,1,1,1,1,1,1
7136,1,1,1,1,1,1
7137,1,1,1,1,1,1
7138,1,0,1,0,1,0
7141,0,0,0,0,0,0
7152,0,0,0,0,0,0
7159,0,0,0,0,0,0
7160,0,0,0,0,0,0
7165,1,1,1,1,1,1
7166,0,0,0,0,0,0
7169,0,0,0,0,0,0
7174,1,0,0,1,1,0
7178,0,0,0,1,0,0
7180,1,1,1,1,1,1
7181,0,0,0,0,0,0
7185,0,0,0,0,0,0
7188,1,1,1,1,1,1
7189,0,0,0,0,0,0
7191,1,1,1,1,1,1
7192,0,0,0,0,0,0
7197,1,1,1,1,1,1
7201,0,0,0,1,0,0
7209,0,0,0,0,0,0
7214,0,0,0,0,0,0
7215,1,0,0,1,1,0
7217,1,0,0,1,0,1
7221,1,0,0,0,0,0
7225,0,0,1,0,0,0
7227,0,0,0,0,0,0
7228,0,0,0,0,0,0
7229,1,0,0,1,1,0
7234,0,0,0,0,0,0
7235,0,0,0,0,0,0
7238,1,0,0,1,0,1
7240,0,0,0,0,0,0
7241,1,1,1,1,1,1
7250,0,0,0,0,0,0
7254,0,0,0,0,0,0
7262,0,0,0,0,0,0
7263,1,1,1,1,1,1
7278,0,0,0,0,0,0
7281,0,0,0,0,0,0
7289,1,0,1,1,1,1
7297,1,0,0,0,0,0
7300,0,0,0,0,0,0
7301,0,0,0,0,0,0
7306,0,0,0,0,0,0
7310,1,0,1,1,0,1
7311,0,0,1,0,0,0
7313,1,0,0,1,1,1
7316,1,0,0,1,1,1
7317,1,1,1,1,1,1
7322,0,0,0,0,0,0
7326,1,1,1,1,1,1
7327,1,0,0,1,0,1
7329,1,1,1,1,1,1
7335,0,1,0,1,0,1
7336,1,0,1,1,0,1
7343,0,0,0,0,0,0
7349,0,0,0,0,0,0
7354,1,1,1,1,1,1
7356,0,0,0,0,0,0
7357,0,0,0,0,0,0
7361,0,0,0,0,0,0
7373,0,1,0,1,0,1
7374,0,0,0,0,0,0
7385,0,0,0,0,0,0
7386,0,0,0,0,0,0
7388,0,0,1,0,0,0
7389,0,0,0,0,0,0
7396,0,0,0,0,0,0
7397,1,1,0,1,0,1
7400,1,0,1,0,1,0
7402,0,0,0,0,0,0
7404,1,0,0,1,0,1
7406,0,0,0,0,0,0
7408,1,0,1,1,1,0
7423,0,0,0,0,0,0
7453,0,0,0,0,0,0
7455,0,0,0,0,0,0
7460,0,0,0,0,0,0
7463,0,0,0,0,0,0
7464,0,0,0,0,0,0
7470,1,1,1,1,1,1
7473,0,0,0,1,0,0
7480,1,0,0,1,0,1
7482,0,0,0,0,0,0
7485,0,0,0,0,0,0
7486,1,0,1,0,0,1
7488,1,1,1,1,1,1
7493,1,0,0,0,0,1
7494,0,0,0,0,0,0
7496,1,0,0,0,0,1
7500,1,1,1,1,1,1
7502,0,0,0,0,0,0
7506,0,0,0,0,0,0
7507,1,1,1,1,1,1
7511,1,1,1,1,1,1
7512,1,1,1,1,1,1
7513,1,1,1,1,1,1
7516,0,0,0,0,0,0
7519,1,1,1,1,1,1
7544,0,0,0,0,0,0
7545,0,0,0,0,0,0
7546,1,0,0,1,0,1
7552,1,0,0,0,0,1
7553,1,0,0,0,0,1
7555,1,1,1,1,1,1
7557,0,0,0,0,0,0
7559,1,1,1,1,1,1
7560,1,0,0,1,0,1
7564,0,1,0,1,0,1
7565,0,0,0,0,0,0
7571,0,0,0,0,0,0
7576,1,0,0,1,1,1
7580,0,0,0,0,0,0
7583,1,1,0,1,0,1
7585,0,0,0,0,0,0
7588,0,0,1,0,0,0
7589,0,0,0,0,0,0
7592,1,1,1,1,1,1
7593,1,1,0,0,0,1
7596,1,1,1,1,1,1
7597,1,0,0,0,0,0
7600,0,0,0,0,0,0
7605,1,0,0,0,0,1
7608,1,0,1,0,1,0
7614,1,0,0,0,0,1
7617,0,0,0,0,0,1
7620,0,0,0,0,0,0
7628,0,0,0,0,0,0
7630,1,0,0,1,0,1
7633,1,0,0,1,0,1
7638,0,0,0,0,0,0
7640,0,0,0,0,1,0
7657,1,1,1,1,1,1
7662,1,0,0,0,0,1
7668,0,0,0,0,0,0
7670,0,0,0,0,0,0
7673,1,0,0,0,0,1
7676,0,0,0,0,1,0
7679,0,1,0,1,0,1
7680,1,1,1,1,1,1
7684,0,0,0,0,0,0
7688,0,0,0,0,0,0
7691,1,0,0,1,0,1
7709,0,0,0,0,0,0
7712,0,0,0,0,0,0
7714,0,1,0,1,0,1
7723,0,0,0,0,0,0
7727,0,0,0,1,0,0
7730,1,1,0,1,0,1
7736,0,0,0,0,0,0
7737,0,0,0,0,1,0
7740,0,0,0,1,0,0
7746,0,0,0,0,0,0
7753,1,0,0,1,1,0
7764,0,0,0,0,0,0
7765,0,0,0,0,0,0
7770,0,0,0,0,0,0
7782,0,0,0,0,0,0
7785,0,0,0,0,0,0
7787,0,0,1,0,0,0
7789,0,0,0,0,0,0
7791,1,1,0,1,0,1
7795,1,1,1,1,1,1
7797,0,0,0,0,0,0
7798,1,0,1,0,1,0
7806,0,0,0,0,0,0
7809,0,0,0,0,0,0
7822,1,1,1,1,1,1
7830,0,0,1,0,0,0
7837,0,1,0,0,0,1
7841,0,0,0,0,0,0
7862,1,0,0,1,0,1
7868,0,0,0,0,0,0
7873,0,0,0,1,0,0
7884,0,0,0,0,0,0
7889,0,0,0,0,0,0
7898,0,0,0,0,0,0
7901,0,0,0,0,0,0
7909,1,0,0,0,0,1
7914,0,0,0,0,0,0
7916,0,1,0,0,0,1
7920,0,0,0,0,0,0
7921,0,0,0,0,0,0
7923,1,1,1,1,1,1
7926,0,0,0,0,0,0
7939,1,1,1,1,1,1
7941,1,1,1,1,1,1
7948,0,0,1,0,0,0
7957,0,0,0,0,0,0
7975,1,0,0,0,0,0
7987,0,0,0,0,0,0
7988,0,0,0,0,0,0
7990,0,0,0,0,0,0
7992,1,1,1,1,1,1
7997,1,0,0,1,0,1
8007,0,0,0,0,0,0
8008,1,0,0,0,0,1
8013,0,1,0,1,0,1
8018,1,0,1,0,1,0
8020,1,1,1,1,1,1
8027,1,0,0,1,0,1
8030,0,0,0,0,0,0
8036,0,0,1,0,0,0
8062,1,1,1,1,1,1
8069,1,0,1,0,1,0
8074,0,1,1,0,0,0
8078,0,0,0,0,0,0
8079,0,0,0,0,0,0
8083,1,1,1,1,1,1
8088,0,0,0,0,0,0
8092,0,0,0,0,0,0
8093,1,0,1,1,1,0
8105,0,0,0,0,0,0
8111,0,0,0,0,0,0
8114,0,1,0,0,0,1
8117,1,0,0,1,0,1
8118,1,1,1,1,1,1
8120,1,0,0,1,0,1
8123,0,0,0,0,0,0
8127,0,0,0,0,0,0
8130,0,0,0,0,0,0
8132,0,0,0,0,0,0
8147,0,0,0,0,0,0
8153,0,0,0,0,0,0
8155,0,0,0,0,0,0
8158,0,0,0,0,0,0
8160,0,0,0,0,0,1
8161,0,0,0,0,0,0
8165,0,0,0,0,0,0
8170,1,0,0,1,0,1
8174,0,0,0,0,0,0
8176,0,0,0,1,0,0
8178,1,1,1,1,1,1
8184,0,0,0,0,0,0
8185,1,0,0,0,0,1
8189,0,0,0,0,0,0
8190,0,0,0,0,0,0
8192,0,0,0,0,0,0
8197,0,0,0,0,0,0
8199,0,0,0,0,0,0
8218,0,0,0,0,0,0
8234,1,0,0,0,0,0
8235,0,0,0,0,0,0
8240,1,0,1,0,1,0
8246,0,0,0,0,0,0
8257,0,0,0,0,0,0
8270,1,0,1,0,1,0
8272,0,0,0,0,0,0
8274,1,0,0,0,0,0
8281,0,1,0,0,0,1
8283,0,0,0,0,0,0
8291,0,0,0,0,0,0
8294,0,0,0,0,0,0
8297,0,0,0,0,0,0
8300,1,1,1,1,1,1
8302,0,0,0,0,0,0
8303,0,0,0,0,0,0
8307,1,1,1,1,1,1
8309,0,0,0,0,0,0
8322,1,1,1,1,1,1
8332,0,0,0,0,0,0
8333,0,0,0,0,0,0
8336,0,0,0,0,0,0
8363,0,0,0,0,0,0
8377,1,0,0,0,0,1
8387,0,0,0,0,0,0
8388,1,0,0,0,0,1
8389,0,0,0,0,0,0
8407,0,0,0,0,0,0
8409,0,0,0,0,0,0
8411,1,0,0,1,1,0
8413,0,0,0,0,0,0
8414,0,0,0,0,0,0
8420,0,0,0,0,0,0
8421,0,0,0,0,0,0
8423,0,0,0,0,0,0
8428,0,0,0,1,0,0
8429,0,0,0,0,0,0
8430,1,1,1,1,1,1
8431,1,0,0,1,0,1
8433,0,0,0,0,0,0
8435,0,0,0,0,0,0
8437,0,0,0,0,0,0
8439,1,0,0,0,0,0
8441,0,0,0,0,0,0
8445,0,0,0,0,0,0
8448,0,0,0,0,0,0
8457,1,1,1,1,1,1
8463,1,1,1,1,1,1
8464,1,0,0,0,0,1
8478,0,0,0,0,0,0
8484,0,0,0,0,0,0
8489,0,0,0,0,0,0
8498,0,0,0,0,0,0
8503,0,0,0,0,0,0
8509,0,0,0,0,0,0
8512,1,0,0,1,1,0
8529,0,1,0,1,0,1
8534,1,0,0,0,0,0
8536,0,0,1,0,0,0
8541,1,0,0,0,0,0
8546,0,0,0,0,0,0
8556,0,0,0,0,0,0
8560,0,0,1,0,0,0
8581,1,0,0,1,0,1
8590,0,0,0,0,0,0
8606,0,0,0,0,0,0
8614,1,0,0,1,0,1
8617,0,0,1,0,0,0
8619,1,0,0,0,0,1
8628,0,0,0,0,0,0
8636,1,0,0,1,0,1
8639,0,0,0,0,0,0
8644,0,0,0,0,0,0
8645,0,0,0,0,0,0
8649,0,0,0,0,0,0
8650,1,0,0,1,0,1
8652,1,0,0,1,0,1
8654,1,1,1,1,1,1
8663,0,0,0,0,0,0
8666,0,0,0,0,0,0
8687,1,0,0,1,0,1
8689,0,0,0,0,0,0
8692,1,0,1,1,0,1
