,hashtag,tweet_id,image_path,body_text,text_with_OCR
0,MuslimBan,1335621591166824451,./tweet_data_general/immigration_2020-12/MuslimBan/tweets1/EokUv6JWMAQXLeX.jpg,"@JoeBiden Dear president-elect @JoeBiden and @KamalaHarris, please give another chance to all Lottery winners including Iranians who had been refused under section 212(f), pursuant to Presidential proclamation 9645 since 2017 until 2020. 
#remove_Muslimban
#MuslimBan https://t.co/WUv7fYFX2T",cable apie 77 aan mttaer fone enti 2020
1,MuslimBan,1334217227294437382,./tweet_data_general/immigration_2020-12/MuslimBan/tweets1/EoQXfYGWEAESDPN.jpg,"@JoeBiden @KamalaHarris Dear president elect @JoeBiden and @KamalaHarris please give another  chance to all lottery winners who had been refused under section 212(f) of the Immigration and Nationality Act, pursuant to Presidential proclamation 9645 since 2017 until 2020.
#remove_Muslimban
#MuslimBan https://t.co/33yXcXdadk",si celta apie 77 pte aera ore 2645 fone ii ae emt 2020
2,MuslimBan,1334169918753923072,./tweet_data_general/immigration_2020-12/MuslimBan/tweets1/EoPsdXKXEAQUqm8.jpg,"@JoeBiden Dear president elect @JoeBiden and @KamalaHarris please give another  chance to all lottery winners who had been refused under section 212(f) of the Immigration and Nationality Act, pursuant to Presidential proclamation 9645 since 2017 until 2020.
#remove_Muslimban
#MuslimBan https://t.co/IqrG1W4jyk",sei ie sper 7a aloe pa mr si ui 2020
3,MuslimBan,1335267078425767937,./tweet_data_general/immigration_2020-12/MuslimBan/tweets1/EofSQnBWEAEP6Le.jpg,"This is going to be like pouring alcohol on an open wound.

#BLM 
#WhiteSupremacy 
#KKK
#GOPCorruptionOverCountry 
#MuslimBan
#childtrafficking - where are the children taken by CBP &amp; ICE? #JeffreyEpstein #GhislaineMaxwell #Trump2020 

Thanks be to #AMERICAFirst bigotry &amp; hate. https://t.co/iXPrzB93Bp https://t.co/Be54MCJf7s",ace va second cruz
4,MuslimBan,1334196026694135813,./tweet_data_general/immigration_2020-12/MuslimBan/tweets1/EoQENxqWMAEkMNO.jpg,"""The plurality of the general public (44%) say a candidate's endorsement of a #muslim ban would decrease their support.""

#muslimban #islamophobia #xenophobia #racism #religion #trump #election #biden #trumpwall #immigration https://t.co/Jh5aupCfSQ",rutgers center security race right plurality general public 445 candidate endorsement ofa muslim ban decrease support american muslim poll 2019
5,MuslimBan,1337824137520222209,./tweet_data_general/immigration_2020-12/MuslimBan/tweets2/EpDn8d9XYAEHHgV.jpg,"@DrBiden Dear president-elect @JoeBiden and @KamalaHarris, please give another chance to all Lottery winners including Iranians who had been refused under section 212(f), pursuant to Presidential proclamation 9645 since 2017 until 2020. 
#remove_Muslimban
#MuslimBan https://t.co/1Dq4QRWxRz",pree person pease chance alll wine pa presidential 2017 wae oo
6,MuslimBan,1337744710081929216,./tweet_data_general/immigration_2020-12/MuslimBan/tweets2/EpCfuGWXUAERBTI.jpg,"@americansunited Dear president-elect @JoeBiden and @KamalaHarris, please give another chance to all Lottery winners including Iranians who had been refused under section 212(f), pursuant to Presidential proclamation 9645 since 2017 until 2020. 
#remove_Muslimban
#MuslimBan https://t.co/3thfcKIBky",pee person pease chance alll wine ss 2126 presidential 2017 wath oo
7,MuslimBan,1337810666745450498,./tweet_data_general/immigration_2020-12/MuslimBan/tweets2/EpDbtIUWMAYLWgY.jpg,"@JoeBiden please hear our voice..we(Iranian greencard lottery winners) were affected by 212 travel ban for lottery, and it destroyed our dreams and future plans ,as you invited us to your country and refused all of us.
#muslimban
@JoeBiden @AmbassadorRice 
@KamalaHarris https://t.co/i9YDY9fbbk",announcement event mh rig speak orange man bad huge number iranian diversity visa winner 2017 2020 refuse embassy il
8,MuslimBan,1337167963871465473,./tweet_data_general/immigration_2020-12/MuslimBan/tweets2/Eo6TKvhWEAEM5ZJ.jpg,"@KamalaHarris @JoeBiden Dear president-elect @JoeBiden and @KamalaHarris, please give another chance to all Lottery winners including Iranians who had been refused under section 212(f), pursuant to Presidential proclamation 9645 since 2017 until 2020. 
#remove_Muslimban
#MuslimBan https://t.co/7N13uiLlud",sea super aloe eg mar ortega icc shee vi gs 2020
9,MuslimBan,1337853817199714310,./tweet_data_general/immigration_2020-12/MuslimBan/tweets2/EpEC8y3XYAMEwcx.jpg,"I am not crying, because my family managed to send me flowers and chocolate for my defense. Leaving this tweet here for me and other Iranians who don’t remember how many years have gone by without seeing our families. #MuslimBan #sanctions #phdlife https://t.co/1zX7PTtCuw",ed ss fe ee ee aw mitel
10,MuslimBan,1337426669355855875,./tweet_data_general/immigration_2020-12/MuslimBan/tweets2/Eo9-d3bWMAEjQFT.jpg,"@KamalaHarris @TIME @JoeBiden Dear president elect @JoeBiden and @KamalaHarris please give another  chance to all lottery winners who had been refused under section 212(f) of the Immigration and Nationality Act, pursuant to Presidential proclamation 9645 since 2017 until 2020.
#remove_Muslimban
#MuslimBan https://t.co/4EJuugVA2E",pee person alll wine pa presidential 9645 2017 wat rr
11,MuslimBan,1338080265747501066,./tweet_data_general/immigration_2020-12/MuslimBan/tweets2/EpHQ5PoW4AAoWiF.jpg,"Dear president elect @JoeBiden and @KamalaHarris please give another  chance to all lottery winners who had been refused under section 212(f) of the Immigration and Nationality Act, pursuant to Presidential proclamation 9645 since 2017 until 2020.
#remove_Muslimban
#MuslimBan https://t.co/hJkSrErICM",peer person ar chance ofa aa ag 212 presidential 54 oo
