,hashtag,tweet_id,image_path,body_text
0,Masks4All,1358128200484806658,./tweet_data_general/mask_2021-02/Masks4All/tweets1/EtkKZjWXMAgKEIE.jpg,"55% off 😷 both designer &amp; custom made! - https://t.co/scn6W1yoiE #maps come in all formats, now here's one that could save your life without visiting a mountain! 
#masks4all #maps #cambridge #london #custom #ordnancesurvey @BigBirdPromo https://t.co/b7dJpXBLgR"
1,Masks4All,1356308595210547200,./tweet_data_general/mask_2021-02/Masks4All/tweets1/EtKS6WaVgAEqtpv.jpg,A worker disinfects a residential community in #Hebei province. #Coronavirus #COVID19 #PhysicalDistancing #Masks4All https://t.co/Tf19W0nutu
2,Masks4All,1356345957617598465,./tweet_data_general/mask_2021-02/Masks4All/tweets1/EtK0-2WVoAAMzdI.jpg,Staff prepare to give the @pfizer #COVID19 vaccine to patients at a centre set up inside Salisbury Cathedral. #Coronavirus #PhysicalDistancing #Masks4All https://t.co/isQ8XLgD8p
3,Masks4All,1356684674249199619,./tweet_data_general/mask_2021-02/Masks4All/tweets1/EtPpc5AXIAkTdlU.jpg,"@richardursomd End #COVID19:
42% of @usa is #VitaminD #deficient they're #ICU_beds 25 to 1¹

#free VitaminD on shelves kept full
+#Masks4All &amp; #Distance
+#AntiviralHVAC👈
#economy req's a #breathalyzer (4s breath held 1s to data), to enter any #venue &amp; know it's #safe
¹ https://t.co/Teqcvk1oJy https://t.co/eREqiwMxOR"
4,Masks4All,1357120347322134529,./tweet_data_general/mask_2021-02/Masks4All/tweets1/EtV1wquXEAIssff.jpg,Ultramasx UltraOne. Fan assisted breathing. State-of-the-art KN100 filtration. U.S. FDA Registered. We are available at La Rinascente Milan now @rinascente @ultramasx #ultramasx #mask #maskon #masks #masks4all #masksforall #respiratormask #facecovering #respirator #papr https://t.co/G5pLSITWxE
5,Masks4All,1360010315057004553,./tweet_data_general/mask_2021-02/Masks4All/tweets2/Et-5pqTWQAcLkS6.jpg,"👟Great and Comfy Hemp Shoes👟
https://t.co/y3YCcY6P1e 
👆👉 10% off, code: Discount10 👈
#sneakers #madeinportugal #ecofriendly #recycle #vegan #Hemp #hempcommunity #textile #organic #shoes #shoeslovers #footwear #nowfuture #hypebeast #unisexfashion #masks4all #COVID19 #stayhome https://t.co/d8xyVJJF9J"
6,Masks4All,1359089746971144192,./tweet_data_general/mask_2021-02/Masks4All/tweets2/Etx07DoXAAEb2Yv.jpg,"@AayushS15345367 @ShirleySetia @AayushS15345367 Thanks for Nominating @ShirleySetia! 
Masks can help stop the spread of COVID-19, save lives and restore jobs #Masks4All 
 
Developed By @GlamARbyFynd https://t.co/ROJyu8bwR4"
7,Masks4All,1358581618273775616,./tweet_data_general/mask_2021-02/Masks4All/tweets2/EtqmxlYUUAIxJPb.jpg,"@JENFL23 #VitaminD #deficiency =#COVID19 #severity &amp; #deaths

42% of ppl #deficient ODDS:
25 to 1 need #ICU's ¹
14.73 to 1 #die ²
6.12 to 1 on a #ventilator ² 

To end the #pandemic support #FreeD3 on shelves w/#Masks4All &amp; #Distance

70% herd_immunity is 232M ppl to vaccines vs FreeD3
💉 https://t.co/b4tvlFJlYH"
8,Masks4All,1360030165288517637,./tweet_data_general/mask_2021-02/Masks4All/tweets2/Et_MOfWXMAMOfer.jpg,"We've listened to every single one of you since we launched Ultramasx UltraOne in June of 2020. So we decided that it's finally time to take your feedback and turn it into reality.
The new Ultramasx UltraOne is now better than ever. @ultramasx #ultramasx #mask #maskon #masks4all https://t.co/PYOQzU02hx"
9,Masks4All,1362830483558715395,./tweet_data_general/mask_2021-02/Masks4All/tweets3/Eum-lp3XAAEeYy4.jpg,"#Today in #NewJersey  #CoronaVirusUpdates 🤦🏻‍♂️🙁😷😰
64 new deaths overnight from #COVID19 here in #NJ  Please #MaskUp to help save lives including your own. Do the right thing #MaskUpAmerica #Masks4All 😷😷😷Stay safe and healthy 🤔😷👏🏻🙏🏻 https://t.co/XFto2UcTec"
10,Masks4All,1362691366954934273,./tweet_data_general/mask_2021-02/Masks4All/tweets3/EulAk7-XEAE5hIN.jpg,"@Ajaysavla23 @GaurangAmbre_07 @Shrushti_J277 @jinu24xt @raashishah01 @Ajaysavla23 Thanks for Nominating @jinu24xt! 
Masks can help stop the spread of COVID-19, save lives and restore jobs #Masks4All 
 
Developed By @GlamARbyFynd | Visit us for virtual makeup try-on https://t.co/LzhQBTDmij"
11,Masks4All,1363181209933733891,./tweet_data_general/mask_2021-02/Masks4All/tweets3/Eur-FDKXUAAxNHB.jpg,"@ADHDrandomness @richardursomd Cite studies of claims of #significance to #society dude

#HK #hamster study shows results over a #week of #exposure if the #infected #MaskUp ur odds 15% of #infection, if not it's 33%

If #Masks4All near 100% vs 231M ppl for #herd_immunity #vaccinated &amp; deficient 14.73:1 #die
🎬 https://t.co/eGcvfieP97"
12,Masks4All,1362678489565003779,./tweet_data_general/mask_2021-02/Masks4All/tweets3/Euk03ZfXMAI_qX7.jpg,"@prajax_ @farooqadam @prajax_ Thanks for Nominating @farooqadam! 
Masks can help stop the spread of COVID-19, save lives and restore jobs #Masks4All 
 
Developed By @GlamARbyFynd | Visit us for virtual makeup try-on https://t.co/NB92J70TXy"
13,Masks4All,1361676956199247874,./tweet_data_general/mask_2021-02/Masks4All/tweets3/EuWl-dPXcAEGTmU.jpg,"We have scissor lifts for rent. We also have safety supplies available.

#scissorlift #skyjack #equipmentrental #rentalequipment #aerialequipment #safetysupplies #masks4all #constructionequipment #disinfectant #sanitizer #sanitizingwipes #burlington #oakville #ppe https://t.co/yoCiFiUhDf"
14,Masks4All,1361218177930305536,./tweet_data_general/mask_2021-02/Masks4All/tweets3/EuQEObnXIAEIjTt.jpg,"20 OFF @redbubble
New designs on my shop for the #yearofox
 #findyourthing 🐗🦦🐺
#totebags #apparel #stickers by @BeletteLePink
#gaurs #bull for the #cowlovers
https://t.co/mHZwSAc7KT
#mugs #gifts #redbubble #belettelepink #myRBthing #masks4all #BisonLove #rbandme #giftideas https://t.co/zEz1ZIaeRV"
